"club","in_degree","out_degree","in_strength","out_strength","betweenness","in_coreness","out_coreness","country_now","season_now","p_mid","rk_mid","g_diff_mid","pts_mid","p_final","rk_final","g_diff_final","pts_final","country_before","season_before","p","rk","g_diff","pts"
"1. FC Köln",10,2,4000010,50002,407,1,1,"Germany",2010,17,16,-15,15,34,10,-15,44,"Germany",2009,34,13,-9,38
"1.FC Nuremberg",10,6,1150010,2200006,3904.22178319995,2,2,"Germany",2010,17,11,-6,22,34,6,2,47,"Germany",2009,34,16,-26,31
"1.FSV Mainz 05",9,3,2650009,3,845.787700676516,2,2,"Germany",2010,17,2,11,33,34,5,13,58,"Germany",2009,34,9,-6,47
"AC Milan",9,8,45500009,31550008,2006.60205620937,3,3,"Italy",2010,19,1,17,40,38,1,41,82,"Italy",2009,38,3,21,70
"AJ Auxerre",5,3,3500005,2430003,941.738869463869,1,2,"France",2010,19,14,3,23,38,9,4,49,"France",2009,38,3,13,71
"Arsenal",9,4,25500009,500004,1900.07792620804,2,3,"England",2010,19,2,18,38,38,4,29,68,"England",2009,38,3,42,75
"AS Nancy",9,6,9,2600006,9928.9354568296,1,3,"France",2010,19,13,-8,25,38,13,-5,48,"France",2009,38,12,-7,48
"AS Roma",17,8,10400517,6600008,5448.74894042348,3,3,"Italy",2010,19,5,3,32,38,6,7,63,"Italy",2009,38,2,27,80
"Aston Villa",12,7,9700012,45800007,5975.10725088683,3,3,"England",2010,19,13,-9,23,38,9,-11,48,"England",2009,38,6,13,64
"Athletic",3,2,2700003,2,5,1,1,"Spain",2010,19,7,-2,29,38,6,4,58,"Spain",2009,38,8,-3,54
"Atlético Madrid",5,4,22800005,22000004,539.034157509157,2,3,"Spain",2010,19,6,8,30,38,5,9,58,"Spain",2009,38,9,-4,47
"Barcelona",4,6,89500004,43700006,0,2,3,"Spain",2010,19,1,50,52,38,1,74,96,"Spain",2009,38,1,74,99
"Bari",16,7,8050016,15500007,3634.03881653386,3,3,"Italy",2010,19,20,-16,14,38,20,-29,24,"Italy",2009,38,10,0,50
"Bay. Leverkusen",5,8,5200005,1300008,7858.3853219273,2,2,"Germany",2010,17,3,10,33,34,2,20,68,"Germany",2009,34,4,27,59
"Birmingham",7,5,20600007,5,1345.32571428571,2,2,"England",2010,19,16,-5,19,38,18,-21,39,"England",2009,38,9,-9,50
"Blackburn",10,10,10,10,2028.6230634096,2,3,"England",2010,19,15,-7,22,38,15,-13,43,"England",2009,38,10,-14,50
"Bologna",20,8,24710020,8200008,3093.09001876053,3,3,"Italy",2010,19,15,-5,22,38,16,-17,42,"Italy",2009,38,17,-13,42
"Bolton",9,10,2645009,1400010,4091.10194604353,2,3,"England",2010,19,6,7,29,38,14,-4,46,"England",2009,38,14,-25,39
"Bor. Dortmund",10,2,5250010,3700002,406,1,0,"Germany",2010,17,1,29,43,34,1,45,75,"Germany",2009,34,5,12,57
"Bor. M'gladbach",7,0,5500007,0,0,1,0,"Germany",2010,17,18,-21,10,34,16,-17,36,"Germany",2009,34,12,-17,39
"CA Osasuna",7,1,2470007,6000001,0,1,1,"Spain",2010,19,15,-8,18,38,9,-1,47,"Spain",2009,38,12,-9,43
"Cagliari Calcio",7,2,3800007,4000002,535.873593073593,2,2,"Italy",2010,19,11,3,23,38,14,-7,45,"Italy",2009,38,14,-2,44
"Catania",4,2,2700004,12000552,187,1,2,"Italy",2010,19,16,-7,21,38,13,-12,46,"Italy",2009,38,13,-1,45
"Chelsea",12,5,29000012,2400005,4875.8496651833,3,3,"England",2010,19,4,18,34,38,2,36,71,"England",2009,38,1,71,86
"Chievo Verona",16,3,4000016,3,6196.91141389195,2,2,"Italy",2010,19,13,-2,22,38,11,-2,46,"Italy",2009,38,16,-5,44
"Dep. La Coruña",8,1,8,12000001,0,2,1,"Spain",2010,19,13,-11,21,38,18,-16,43,"Spain",2009,38,10,-14,47
"E. Frankfurt",5,1,2450005,100001,399,2,0,"Germany",2010,17,7,3,26,34,17,-18,34,"Germany",2009,34,10,-7,46
"Espanyol",8,4,8750008,200004,368,2,2,"Spain",2010,19,5,0,34,38,8,-9,49,"Spain",2009,38,11,-17,44
"Everton",8,3,1400008,3,2154.24836321178,2,2,"England",2010,19,14,-1,22,38,7,6,54,"England",2009,38,8,11,61
"FC Bayern",6,3,6,6000003,1252.90140912958,2,2,"Germany",2010,17,5,11,29,34,3,41,65,"Germany",2009,34,1,41,70
"FC Lorient",15,3,6000015,12500003,2926.96807509872,1,3,"France",2010,19,12,-2,25,38,11,-2,49,"France",2009,38,7,12,58
"FC Schalke 04",14,7,58600014,16150007,5877.0704860396,2,3,"Germany",2010,17,10,1,22,34,14,-6,40,"Germany",2009,34,2,22,65
"FC Sochaux",9,2,3300009,1000002,5097.10858503541,1,2,"France",2010,19,11,6,25,38,5,17,58,"France",2009,38,16,-24,41
"Fiorentina",8,2,17300008,2,2375.97444828551,3,2,"Italy",2010,19,12,-1,23,38,9,5,51,"Italy",2009,38,11,1,47
"Fulham",8,6,10450008,16400006,2733.60650742324,2,3,"England",2010,19,18,-7,16,38,8,6,49,"England",2009,38,12,-7,46
"G. Bordeaux",10,8,14500010,44000008,6411.56530268225,2,3,"France",2010,19,8,3,27,38,7,1,51,"France",2009,38,6,18,64
"Genoa",13,15,32450013,33500015,4468.67692179201,3,3,"Italy",2010,19,10,-1,26,38,10,-2,51,"Italy",2009,38,9,-4,51
"Getafe",7,4,3900007,20000004,4639.98384429191,2,2,"Spain",2010,19,8,-1,27,38,16,-11,44,"Spain",2009,38,6,10,58
"Hamburger SV",9,3,15200009,14500003,2557.39267399267,2,2,"Germany",2010,17,9,-1,24,34,8,-6,45,"Germany",2009,34,7,15,52
"Hannover 96",11,4,1000011,550004,9933.56567459936,1,2,"Germany",2010,17,4,-2,31,34,4,4,60,"Germany",2009,34,15,-24,33
"Inter",8,6,4200008,40550006,3518.57705335867,3,3,"Italy",2010,19,3,11,35,38,2,27,76,"Italy",2009,38,1,41,82
"Juventus",19,12,56470019,52680012,4230.69392780601,3,3,"Italy",2010,19,7,9,31,38,7,10,58,"Italy",2009,38,7,-1,55
"Lazio",13,6,26500013,26860006,3004.84492447519,3,3,"Italy",2010,19,4,7,34,38,5,16,66,"Italy",2009,38,12,-4,46
"Lens",8,5,8,5,1962.5145758277,1,2,"France",2010,19,18,-13,19,38,19,-23,35,"France",2009,38,11,-4,48
"Liverpool",15,11,34430015,47000011,9383.58821433798,3,3,"England",2010,19,10,-1,25,38,6,15,58,"England",2009,38,7,26,63
"LOSC Lille",6,4,6,200004,3569.9931304203,2,3,"France",2010,19,1,15,35,38,1,32,76,"France",2009,38,4,32,70
"Málaga CF",11,2,17145011,2,414,2,0,"Spain",2010,19,16,-17,17,38,11,-14,46,"Spain",2009,38,17,-6,37
"Man City",26,9,168610026,35800009,16535.103872069,3,3,"England",2010,19,3,12,35,38,3,27,71,"England",2009,38,5,28,67
"Man Utd",11,8,24300011,7000008,4530.89963286331,3,3,"England",2010,19,1,22,40,38,1,41,80,"England",2009,38,2,58,85
"Marseille",13,9,69000013,16400009,3798,2,3,"France",2010,19,5,10,29,38,2,23,68,"France",2009,38,1,33,78
"Monaco",12,7,10300012,7400007,3482.71081376388,1,2,"France",2010,19,17,-1,19,38,18,-4,44,"France",2009,38,8,-6,55
"Montpellier",11,5,3800011,14000005,2234.34444444444,2,3,"France",2010,19,10,-4,27,38,14,-11,47,"France",2009,38,5,10,69
"OGC Nice",5,7,400005,38500007,1728,1,3,"France",2010,19,15,-4,23,38,17,-15,46,"France",2009,38,15,-16,44
"Olympique Lyon",7,2,50440007,2500002,1495,2,1,"France",2010,19,4,5,31,38,3,21,64,"France",2009,38,2,26,72
"Paris SG",6,1,10500006,1,5,2,0,"France",2010,19,2,9,31,38,4,15,60,"France",2009,38,13,4,47
"Parma",22,15,22800022,6350015,19423.5825838732,3,3,"Italy",2010,19,14,-4,22,38,12,-8,46,"Italy",2009,38,8,-5,52
"Racing",11,3,1915011,10000003,6670.88765381572,1,2,"Spain",2010,19,14,-11,20,38,12,-15,46,"Spain",2009,38,16,-17,39
"RCD Mallorca",13,3,13,6100003,1959.58333333333,2,2,"Spain",2010,19,9,-1,27,38,17,-15,44,"Spain",2009,38,5,15,62
"Real Madrid",6,3,99000006,10500003,0,2,2,"Spain",2010,19,2,30,48,38,2,69,92,"Spain",2009,38,2,67,96
"Real Zaragoza",9,5,4000009,5,3162.21165537915,2,2,"Spain",2010,19,18,-15,16,38,14,-13,45,"Spain",2009,38,14,-18,41
"Saint-Étienne",8,7,3000008,3200007,3529.52487919861,1,3,"France",2010,19,6,6,29,38,10,-1,49,"France",2009,38,17,-18,40
"Sampdoria",15,6,13200015,600506,3149.41881538905,3,3,"Italy",2010,19,9,2,26,38,18,-16,36,"Italy",2009,38,4,8,67
"SC Freiburg",7,1,750007,1,394,1,0,"Germany",2010,17,6,0,28,34,9,-9,44,"Germany",2009,34,14,-24,35
"Sevilla FC",9,7,11300009,22500007,4630.51978741877,2,3,"Spain",2010,19,10,-5,26,38,7,1,58,"Spain",2009,38,4,16,63
"Sporting Gijón",5,1,800005,1,1587.94466089466,1,1,"Spain",2010,19,17,-10,16,38,10,-7,47,"Spain",2009,38,15,-15,40
"Spurs",15,8,20500015,235008,6435.42376337496,3,3,"England",2010,19,5,2,30,38,5,9,62,"England",2009,38,4,26,70
"SSC Napoli",12,10,13500012,14900010,1948.85352753244,3,3,"Italy",2010,19,2,10,36,38,3,20,70,"Italy",2009,38,6,7,59
"Stade Rennais",12,5,15200012,46000005,2305.71212121212,2,3,"France",2010,19,3,6,31,38,6,3,56,"France",2009,38,9,11,53
"Stoke City",9,4,16600009,4,2617.0013116592,3,2,"England",2010,19,11,0,24,38,13,-2,46,"England",2009,38,11,-14,47
"Sunderland",21,13,38100021,13300013,22450.887802673,3,3,"England",2010,19,8,1,27,38,10,-11,47,"England",2009,38,13,-8,44
"Toulouse",8,4,8,32300004,2099.42202797203,1,3,"France",2010,19,9,1,27,38,8,2,50,"France",2009,38,14,0,47
"TSG Hoffenheim",7,5,14750007,21100005,1336,2,2,"Germany",2010,17,8,10,25,34,11,0,43,"Germany",2009,34,11,2,42
"UD Almería",7,4,3200007,5000004,2086.94466089466,1,2,"Spain",2010,19,20,-15,14,38,20,-34,30,"Spain",2009,38,13,-12,42
"Udinese Calcio",18,13,10300018,21650013,4577.44638394346,3,3,"Italy",2010,19,8,2,27,38,4,22,66,"Italy",2009,38,15,-5,44
"US Palermo",15,5,25390015,400005,2023.29901837157,3,3,"Italy",2010,19,6,10,31,38,8,-5,56,"Italy",2009,38,5,12,65
"Valencia",10,8,26900010,80750008,417.2,2,3,"Spain",2010,19,4,9,37,38,3,20,71,"Spain",2009,38,3,19,71
"Valenciennes FC",7,8,2600007,17000008,948,2,3,"France",2010,19,16,0,22,38,12,4,48,"France",2009,38,10,0,52
"VfB Stuttgart",9,11,13300009,24600011,6416.64668942169,2,2,"Germany",2010,17,17,-3,12,34,12,1,42,"Germany",2009,34,6,10,55
"VfL Wolfsburg",8,3,52900008,9350003,958.666666666667,2,2,"Germany",2010,17,13,-1,19,34,15,-5,38,"Germany",2009,34,8,6,50
"Villarreal",11,5,1750011,10500005,3919.15186678118,2,2,"Spain",2010,19,3,18,39,38,4,10,62,"Spain",2009,38,7,1,56
"Werder Bremen",8,5,13940008,37800005,924,0,2,"Germany",2010,17,14,-12,19,34,13,-14,41,"Germany",2009,34,3,31,61
"West Ham",10,9,9300010,5150009,6893.51676205663,3,3,"England",2010,19,20,-13,16,38,20,-27,33,"England",2009,38,17,-19,35
"Wigan",15,7,10700015,1200007,3197.99238330453,3,3,"England",2010,19,17,-15,19,38,16,-21,42,"England",2009,38,16,-42,36
"Wolves",19,9,19440019,9,4235.09567122019,3,3,"England",2010,19,19,-13,16,38,17,-20,40,"England",2009,38,15,-24,38
"1. FC Köln",8,2,5400008,2,978,2,1,"Germany",2011,17,10,-8,21,34,17,-36,30,"Germany",2010,34,10,-15,44
"1.FC K'lautern",9,4,3880009,8000004,3108.58095238095,1,3,"Germany",2011,17,16,-8,16,34,18,-30,23,"Germany",2010,34,7,-3,46
"1.FC Nuremberg",10,4,3150010,5500004,4798.33333333333,2,2,"Germany",2011,17,15,-11,18,34,10,-11,42,"Germany",2010,34,6,2,47
"1.FSV Mainz 05",15,8,8900015,12450008,4097.53333333334,2,3,"Germany",2011,17,14,-7,18,34,13,-4,39,"Germany",2010,34,5,13,58
"AC Milan",15,10,61550015,23000010,4281.32737350426,4,4,"Italy",2011,19,2,23,40,38,2,41,80,"Italy",2010,38,1,41,82
"AJ Auxerre",15,9,2750015,3500009,6501.44810869142,2,2,"France",2011,19,15,-4,19,38,20,-11,34,"France",2010,38,9,4,49
"Arsenal",23,12,87030023,101790012,15472.6857809757,3,3,"England",2011,19,4,9,36,38,3,25,70,"England",2010,38,4,29,68
"AS Nancy",12,5,5200012,4400005,5229.92075702076,2,2,"France",2011,19,18,-9,18,38,11,-10,45,"France",2010,38,13,-5,48
"AS Roma",18,7,97830518,25630007,387.190476190476,3,3,"Italy",2011,19,6,8,31,38,7,6,56,"Italy",2010,38,6,7,63
"Aston Villa",9,8,17300009,42350008,977.697619047618,3,3,"England",2011,19,10,-2,23,38,16,-16,38,"England",2010,38,9,-11,48
"Athletic",3,1,7500003,1,178.333333333333,1,1,"Spain",2011,19,7,4,26,38,10,-3,49,"Spain",2010,38,6,4,58
"Atlético Madrid",13,11,66700013,74850011,9722.60127996335,3,3,"Spain",2011,19,8,3,26,38,5,7,56,"Spain",2010,38,5,9,58
"Barcelona",5,4,60000005,39700004,0,3,3,"Spain",2011,19,2,47,44,38,2,85,91,"Spain",2010,38,1,74,96
"Bay. Leverkusen",10,3,12760010,13580003,2390,2,3,"Germany",2011,17,6,0,26,34,5,8,54,"Germany",2010,34,2,20,68
"Blackburn",9,5,18750009,19300005,2008.18095238096,1,2,"England",2011,19,19,-13,14,38,19,-30,31,"England",2010,38,15,-13,43
"Bologna",16,5,16923016,20100005,1654.54722222222,4,3,"Italy",2011,19,16,-8,20,38,9,-2,51,"Italy",2010,38,16,-17,42
"Bolton",13,5,14400013,4300005,2485.15329114293,3,3,"England",2011,19,20,-19,13,38,18,-31,36,"England",2010,38,14,-4,46
"Bor. Dortmund",7,3,9725007,11150003,3903,2,2,"Germany",2011,17,2,23,34,34,1,55,81,"Germany",2010,34,1,45,75
"Bor. M'gladbach",10,1,2100010,1200001,716,0,1,"Germany",2011,17,4,14,33,34,4,25,60,"Germany",2010,34,16,-17,36
"CA Osasuna",10,4,2600010,8300004,3257.89682539683,3,1,"Spain",2011,19,6,-9,27,38,7,-17,54,"Spain",2010,38,9,-1,47
"Cagliari Calcio",12,4,7450012,25200004,2041,2,2,"Italy",2011,19,11,-2,23,38,15,-9,43,"Italy",2010,38,14,-7,45
"Catania",9,8,6040009,10500008,1972.5,3,2,"Italy",2011,19,12,-6,23,38,11,-5,48,"Italy",2010,38,13,-12,46
"Cesena",16,3,10320016,11750003,1964.80198679575,3,2,"Italy",2011,19,18,-17,15,38,20,-36,22,"Italy",2010,38,15,-12,43
"Chelsea",7,7,73300007,6560007,1474.23153415785,2,3,"England",2011,19,5,13,34,38,6,19,64,"England",2010,38,2,36,71
"Chievo Verona",17,7,9350017,11900007,6538.72269062636,3,3,"Italy",2011,19,9,-6,24,38,10,-10,49,"Italy",2010,38,11,-2,46
"Espanyol",8,6,5500008,23000006,6439.06880466212,3,2,"Spain",2011,19,5,0,28,38,14,-10,46,"Spain",2010,38,8,-9,49
"Everton",5,9,5,31400009,3121.70689013545,1,3,"England",2011,19,9,-3,24,38,7,10,56,"England",2010,38,7,6,54
"FC Bayern",7,4,52100007,5000004,5382.66666666667,2,2,"Germany",2011,17,1,33,37,34,2,55,73,"Germany",2010,34,3,41,65
"FC Lorient",13,7,9000013,18500007,8032.67502100723,2,2,"France",2011,19,9,-3,24,38,17,-14,39,"France",2010,38,11,-2,49
"FC Schalke 04",9,7,6800009,32300007,2789,2,2,"Germany",2011,17,3,16,34,34,3,30,64,"Germany",2010,34,14,-6,40
"FC Sochaux",8,3,5000008,3,5611.90880173747,2,2,"France",2011,19,19,-13,18,38,14,-20,42,"France",2010,38,5,17,58
"Fiorentina",16,2,18610016,2,4872.42764648381,3,2,"Italy",2011,19,14,2,22,38,13,-6,46,"Italy",2010,38,9,5,51
"Fulham",8,2,17030008,2,1507,2,2,"England",2011,19,14,-5,20,38,9,-3,52,"England",2010,38,8,6,49
"G. Bordeaux",11,3,11,5000003,3265.37103174603,2,2,"France",2011,19,10,-2,23,38,5,12,61,"France",2010,38,7,1,51
"Genoa",19,21,35180019,59230021,7010.87556836002,4,4,"Italy",2011,19,10,-9,24,38,17,-19,42,"Italy",2010,38,10,-2,51
"Getafe",12,6,3300012,13700006,2000.60238095238,3,2,"Spain",2011,19,11,-5,24,38,13,-11,47,"Spain",2010,38,16,-11,44
"Hamburger SV",16,9,17900016,23200009,7452.12843734911,2,3,"Germany",2011,17,13,-6,19,34,15,-22,36,"Germany",2010,34,8,-6,45
"Hannover 96",8,0,2400008,0,0,1,0,"Germany",2011,17,7,-4,23,34,7,-4,48,"Germany",2010,34,4,4,60
"Inter",13,9,30300013,37150009,3824.90657595036,3,3,"Italy",2011,19,4,10,35,38,6,3,58,"Italy",2010,38,2,27,76
"Juventus",16,14,100930016,14100014,20253.3238219135,4,3,"Italy",2011,19,1,19,41,38,1,48,84,"Italy",2010,38,7,10,58
"Lazio",12,3,19850012,14130003,712,2,3,"Italy",2011,19,5,8,33,38,4,9,62,"Italy",2010,38,5,16,66
"Lecce",15,2,350015,2900002,1029.96011904762,4,2,"Italy",2011,19,19,-16,13,38,18,-16,36,"Italy",2010,38,17,-20,41
"Levante",9,2,550009,2,652.54573934837,3,2,"Spain",2011,19,4,3,31,38,6,4,55,"Spain",2010,38,13,-11,45
"Liverpool",8,11,65200008,36900011,1264.61939805121,2,3,"England",2011,19,6,9,34,38,8,7,52,"England",2010,38,6,15,58
"LOSC Lille",11,5,14000011,23000005,2757.5828073599,2,2,"France",2011,19,3,14,36,38,3,33,74,"France",2010,38,1,32,76
"Málaga CF",8,1,57500008,1,178,3,1,"Spain",2011,19,10,-6,25,38,4,1,58,"Spain",2010,38,11,-14,46
"Man City",15,11,115250015,28500011,9528.57233867613,3,3,"England",2011,19,1,37,45,38,1,64,89,"England",2010,38,3,27,71
"Man Utd",7,6,62300007,7900006,744.925513375513,2,3,"England",2011,19,2,32,45,38,2,56,89,"England",2010,38,1,41,80
"Marseille",7,5,11000007,5,4855.57186918831,2,2,"France",2011,19,6,9,31,38,10,4,48,"France",2010,38,2,23,68
"Montpellier",6,3,2000006,2000003,1177.37573260073,1,1,"France",2011,19,2,16,37,38,1,34,82,"France",2010,38,14,-11,47
"Newcastle",14,8,15000014,11365008,9283.34727616046,2,2,"England",2011,19,7,1,30,38,5,5,65,"England",2010,38,12,-1,46
"OGC Nice",13,4,6800013,100004,1461.4373015873,2,2,"France",2011,19,17,-2,18,38,13,-7,42,"France",2010,38,17,-15,46
"Olympique Lyon",9,5,4600009,33000005,2356.86567460317,2,2,"France",2011,19,4,10,35,38,4,13,64,"France",2010,38,3,21,64
"Paris SG",13,5,87100013,2800005,3777.79107142857,3,2,"France",2011,19,1,14,40,38,2,34,79,"France",2010,38,4,15,60
"Parma",16,10,8160016,19500510,8353.86495098039,4,3,"Italy",2011,19,13,-8,23,38,8,1,56,"Italy",2010,38,12,-8,46
"Racing",9,6,9,6,16955.7706145351,2,2,"Spain",2011,19,16,-8,20,38,20,-35,27,"Spain",2010,38,12,-15,46
"RCD Mallorca",7,5,3600007,17000005,966.542857142857,2,2,"Spain",2011,19,14,-7,22,38,8,-4,52,"Spain",2010,38,17,-15,44
"Real Madrid",5,5,56000005,2500005,5077,2,3,"Spain",2011,19,1,49,49,38,1,89,100,"Spain",2010,38,2,69,92
"Real Sociedad",4,2,1500004,2,1281.93713167803,2,1,"Spain",2011,19,15,-10,21,38,11,-6,47,"Spain",2010,38,15,-17,45
"Real Zaragoza",13,4,12500013,15500004,1798.75126673592,3,2,"Spain",2011,19,20,-19,12,38,16,-25,43,"Spain",2010,38,14,-13,45
"Saint-Étienne",14,5,16500014,26800005,534,3,2,"France",2011,19,8,2,30,38,7,4,57,"France",2010,38,10,-1,49
"SC Freiburg",5,3,2200005,3400003,4871,1,2,"Germany",2011,17,18,-18,13,34,12,-16,40,"Germany",2010,34,9,-9,44
"Sevilla FC",12,9,11300012,4200009,9331.22404666062,2,2,"Spain",2011,19,9,0,26,38,9,1,50,"Spain",2010,38,7,1,58
"SM Caen",9,2,9,2,2456.10133477634,1,2,"France",2011,19,14,-5,20,38,18,-20,38,"France",2010,38,15,-5,46
"Sporting Gijón",3,2,1500003,4500002,29.2222222222222,1,2,"Spain",2011,19,19,-15,18,38,19,-27,37,"Spain",2010,38,10,-7,47
"Spurs",23,16,10250023,41850016,25471.2369947074,3,3,"England",2011,19,3,17,42,38,4,25,69,"England",2010,38,5,9,62
"SSC Napoli",16,9,60700016,20950009,7587.66989247312,4,3,"Italy",2011,19,7,13,29,38,5,20,61,"Italy",2010,38,3,20,70
"Stade Brestois",8,2,2000008,2,1371.39821428571,1,1,"France",2011,19,12,0,21,38,15,-7,41,"France",2010,38,16,-7,46
"Stade Rennais",7,5,8500007,6000005,5408.71590492841,2,2,"France",2011,19,5,6,32,38,6,9,60,"France",2010,38,6,3,56
"Stoke City",9,3,36100009,3,984.955663780664,3,2,"England",2011,19,8,-10,26,38,14,-17,45,"England",2010,38,13,-2,46
"Sunderland",21,12,27750021,27260012,7889.92339974749,2,3,"England",2011,19,13,1,21,38,13,-1,45,"England",2010,38,10,-11,47
"Toulouse",8,4,12040008,2850004,913.132034632034,2,2,"France",2011,19,7,3,31,38,8,3,56,"France",2010,38,8,2,50
"TSG Hoffenheim",10,5,3800010,2000005,5648,1,2,"Germany",2011,17,9,0,22,34,11,-6,41,"Germany",2010,34,11,0,43
"Udinese Calcio",18,21,19000018,69550021,13146.2387699916,3,3,"Italy",2011,19,3,14,38,38,3,17,64,"Italy",2010,38,4,22,66
"US Palermo",17,6,32330017,2800006,5135.13228765944,3,3,"Italy",2011,19,8,-3,24,38,16,-10,43,"Italy",2010,38,8,-5,56
"Valencia",11,4,34000011,30900004,202,3,2,"Spain",2011,19,3,9,35,38,3,15,61,"Spain",2010,38,3,20,71
"Valenciennes FC",5,1,3100005,3200001,356,1,1,"France",2011,19,13,-3,20,38,12,-10,43,"France",2010,38,12,4,48
"VfB Stuttgart",7,6,6300007,10300006,717.771428571429,2,3,"Germany",2011,17,8,3,22,34,6,17,53,"Germany",2010,34,12,1,42
"VfL Wolfsburg",13,9,20600013,11650009,12755.0332785204,2,3,"Germany",2011,17,12,-11,20,34,8,-13,44,"Germany",2010,34,15,-5,38
"Villarreal",9,5,39300009,24350005,2765.22222222222,3,1,"Spain",2011,19,17,-10,19,38,18,-14,41,"Spain",2010,38,4,10,62
"Werder Bremen",11,3,7500011,23300003,534,2,2,"Germany",2011,17,5,-1,29,34,9,-9,42,"Germany",2010,34,13,-14,41
"West Brom",11,8,6200011,7000008,8187.33208957749,2,2,"England",2011,19,12,-8,22,38,10,-7,47,"England",2010,38,11,-15,47
"Wigan",11,4,7680011,11085004,2833.80493763203,2,3,"England",2011,19,18,-20,15,38,15,-20,43,"England",2010,38,16,-21,42
"Wolves",13,12,11750013,1150012,10522.1815840793,2,3,"England",2011,19,16,-13,17,38,20,-42,25,"England",2010,38,17,-20,40
"1.FC Nuremberg",6,3,2200006,7000003,1566.68023088023,2,2,"Germany",2012,17,14,-5,20,34,10,-8,44,"Germany",2011,34,10,-11,42
"1.FSV Mainz 05",6,3,2180006,1050003,749,0,2,"Germany",2012,17,6,3,26,34,13,-2,42,"Germany",2011,34,13,-4,39
"AC Ajaccio",7,1,7,1,570,1,1,"France",2012,19,16,-8,19,38,17,-12,40,"France",2011,38,16,-21,41
"AC Milan",16,5,32870016,68500005,3484.80699511736,4,3,"Italy",2012,19,7,9,30,38,3,28,72,"Italy",2011,38,2,41,80
"Arsenal",12,8,46000012,64200008,14811.6851403436,3,3,"England",2012,19,4,18,33,38,4,35,73,"England",2011,38,3,25,70
"AS Nancy",16,7,4700016,4000007,13503.8446542347,2,3,"France",2012,19,20,-18,11,38,18,-20,38,"France",2011,38,11,-10,45
"AS Roma",19,15,36470019,18900015,6813.43043972899,4,4,"Italy",2012,19,6,10,32,38,6,15,62,"Italy",2011,38,7,6,56
"Aston Villa",10,5,25430010,3200005,1860.98333333333,1,2,"England",2012,19,16,-21,18,38,15,-22,41,"England",2011,38,16,-16,38
"Atalanta BC",14,4,11100014,1150004,2811.70460011003,4,3,"Italy",2012,19,12,-10,22,38,15,-17,40,"Italy",2011,38,12,-2,46
"Athletic",1,1,1,40000001,186,0,1,"Spain",2012,19,14,-16,21,38,12,-21,45,"Spain",2011,38,10,-3,49
"Atlético Madrid",6,6,6,10000006,8654.071916928,2,3,"Spain",2012,19,2,22,44,38,3,34,76,"Spain",2011,38,5,7,56
"Barcelona",6,2,33000006,500002,0,2,2,"Spain",2012,19,1,44,55,38,1,75,100,"Spain",2011,38,2,85,91
"Bay. Leverkusen",10,7,16800010,7750007,767.333333333334,2,2,"Germany",2012,17,2,11,33,34,3,26,65,"Germany",2011,34,5,8,54
"Bologna",18,9,10585018,31150009,5708.92594374774,4,3,"Italy",2012,19,16,-5,18,38,13,-6,44,"Italy",2011,38,9,-2,51
"Bor. Dortmund",7,2,25650007,16100002,555,2,2,"Germany",2012,17,3,15,30,34,2,39,66,"Germany",2011,34,1,55,81
"Bor. M'gladbach",10,5,33400010,22800005,1842.94444444444,2,2,"Germany",2012,17,8,-1,25,34,8,-4,47,"Germany",2011,34,4,25,60
"CA Osasuna",7,1,600007,1,1626.22921771039,2,1,"Spain",2012,19,20,-6,15,38,16,-17,39,"Spain",2011,38,7,-17,54
"Cagliari Calcio",13,5,10100013,2500005,3385.49925298003,4,3,"Italy",2012,19,18,-18,16,38,11,-12,47,"Italy",2011,38,15,-9,43
"Catania",13,8,8580013,3360008,6449.67143016942,2,4,"Italy",2012,19,10,-1,26,38,8,4,56,"Italy",2011,38,11,-5,48
"Chelsea",12,10,115600012,10450010,16019.9153206417,3,3,"England",2012,19,3,20,36,38,3,36,75,"England",2011,38,6,19,64
"Chievo Verona",9,7,3000009,12970007,3341.87653961215,2,3,"Italy",2012,19,11,-8,24,38,12,-15,45,"Italy",2011,38,10,-10,49
"Espanyol",6,7,3000006,7200007,755.340993320405,2,3,"Spain",2012,19,16,-10,18,38,13,-9,44,"Spain",2011,38,14,-10,46
"Everton",5,2,18150005,15000002,476,1,1,"England",2012,19,6,9,33,38,6,15,63,"England",2011,38,7,10,56
"Évian",5,1,1600005,1,752,1,1,"France",2012,19,17,-10,19,38,16,-7,40,"France",2011,38,9,-1,50
"FC Augsburg",9,4,2550009,4,2010.95238095238,2,2,"Germany",2012,17,17,-17,9,34,15,-18,33,"Germany",2011,34,14,-13,38
"FC Bayern",8,1,70300008,500001,740,2,1,"Germany",2012,17,1,37,42,34,1,80,91,"Germany",2011,34,2,55,73
"FC Lorient",6,3,11000006,6000003,619,2,2,"France",2012,19,5,3,31,38,8,-1,53,"France",2011,38,17,-14,39
"FC Schalke 04",9,8,4500009,2200008,2981.28499278499,2,2,"Germany",2012,17,7,2,25,34,4,8,55,"Germany",2011,34,3,30,64
"FC Sochaux",9,5,7550009,17500005,555,1,2,"France",2012,19,18,-12,16,38,15,-16,41,"France",2011,38,14,-20,42
"Fiorentina",18,15,28950018,56050015,2137.30381810911,3,4,"Italy",2012,19,4,15,35,38,4,28,70,"Italy",2011,38,13,-6,46
